dep,jour,hosp,rea,rad,dc
1,2020/3/18,4,0,2,0
1,2020/3/19,4,0,2,0
1,2020/3/20,4,0,2,0
1,2020/3/21,8,0,2,0
1,2020/3/22,16,2,4,0
1,2020/3/23,34,6,14,0
1,2020/3/24,44,6,22,0
1,2020/3/25,58,12,30,0
1,2020/3/26,66,12,34,4
1,2020/3/27,98,18,34,4
1,2020/3/28,106,24,40,6
1,2020/3/29,108,26,46,12
1,2020/3/30,130,37,48,19
1,2020/3/31,143,31,65,20
1,2020/4/1,182,55,82,24
1,2020/4/2,207,65,120,28
1,2020/4/3,197,61,144,34
1,2020/4/4,215,63,162,44
1,2020/4/5,221,59,168,48
1,2020/4/6,227,59,180,50
1,2020/4/7,235,63,190,54
1,2020/4/8,245,67,206,62
1,2020/4/9,246,64,220,70
1,2020/4/10,253,54,233,80
1,2020/4/11,233,58,259,84
1,2020/4/12,233,58,267,84
1,2020/4/13,237,58,273,88
1,2020/4/14,263,56,283,92
1,2020/4/15,273,44,308,104
1,2020/4/16,300,46,333,104
1,2020/4/17,298,47,349,109
1,2020/4/18,342,49,356,119
1,2020/4/19,340,47,360,119
1,2020/4/20,337,43,366,123
1,2020/4/21,335,46,386,127
1,2020/4/22,330,38,416,135
1,2020/4/23,325,40,434,143
2,2020/3/18,82,20,36,22
2,2020/3/19,86,30,66,38
2,2020/3/20,104,38,80,48
2,2020/3/21,122,40,98,50
2,2020/3/22,138,42,110,56
2,2020/3/23,181,46,124,60
2,2020/3/24,214,54,170,66
2,2020/3/25,230,64,174,68
2,2020/3/26,248,70,174,72
2,2020/3/27,264,70,180,74
2,2020/3/28,268,68,190,82
2,2020/3/29,271,68,192,84
2,2020/3/30,270,68,204,88
2,2020/3/31,286,74,215,101
2,2020/4/1,326,80,241,117
2,2020/4/2,371,76,295,133
2,2020/4/3,419,78,323,169
2,2020/4/4,445,80,358,187
2,2020/4/5,441,78,362,199
2,2020/4/6,445,72,372,211
2,2020/4/7,509,70,434,228
2,2020/4/8,519,78,458,236
2,2020/4/9,538,78,496,254
2,2020/4/10,558,88,524,270
2,2020/4/11,556,86,568,278
2,2020/4/12,564,88,572,282
2,2020/4/13,570,88,574,292
2,2020/4/14,556,90,590,302
2,2020/4/15,558,94,638,308
2,2020/4/16,552,94,664,316
2,2020/4/17,552,88,688,328
2,2020/4/18,540,82,708,334
2,2020/4/19,548,82,710,336
2,2020/4/20,607,94,848,348
2,2020/4/21,590,80,1028,363
2,2020/4/22,558,80,1106,373
2,2020/4/23,562,80,1146,375
3,2020/3/18,8,0,2,0
3,2020/3/19,0,0,14,0
3,2020/3/20,2,0,20,0
3,2020/3/21,10,0,20,0
3,2020/3/22,10,0,20,0
3,2020/3/23,18,0,32,2
3,2020/3/24,18,0,32,2
3,2020/3/25,24,0,40,2
3,2020/3/26,29,1,52,4
3,2020/3/27,35,3,54,8
3,2020/3/28,43,3,62,8
3,2020/3/29,45,9,64,8
3,2020/3/30,59,15,77,8
3,2020/3/31,70,25,82,10
3,2020/4/1,74,25,96,10
3,2020/4/2,70,27,108,12
3,2020/4/3,78,25,108,14
3,2020/4/4,86,24,112,14
3,2020/4/5,88,32,118,16
3,2020/4/6,98,36,122,16
3,2020/4/7,102,38,130,16
3,2020/4/8,104,42,131,20
3,2020/4/9,112,44,132,20
3,2020/4/10,110,44,144,20
3,2020/4/11,119,44,147,24
3,2020/4/12,115,40,157,26
3,2020/4/13,115,40,159,26
3,2020/4/14,123,42,161,32
3,2020/4/15,117,40,169,34
3,2020/4/16,119,40,171,38
3,2020/4/17,121,38,173,38
3,2020/4/18,113,34,179,44
3,2020/4/19,113,36,179,44
3,2020/4/20,123,36,179,44
3,2020/4/21,111,36,197,44
3,2020/4/22,109,36,205,45
3,2020/4/23,107,32,213,45
4,2020/3/18,6,2,4,0
4,2020/3/19,6,2,6,0
4,2020/3/20,6,2,6,0
4,2020/3/21,8,2,6,0
4,2020/3/22,8,2,6,0
4,2020/3/23,8,2,6,0
4,2020/3/24,8,2,6,0
4,2020/3/25,16,2,32,0
4,2020/3/26,18,2,32,0
4,2020/3/27,22,2,36,0
4,2020/3/28,24,2,42,0
4,2020/3/29,24,2,42,0
4,2020/3/30,38,8,56,2
4,2020/3/31,40,8,61,4
4,2020/4/1,43,10,66,4
4,2020/4/2,49,10,90,6
4,2020/4/3,57,12,90,6
4,2020/4/4,57,10,90,6
4,2020/4/5,61,14,90,6
4,2020/4/6,69,10,98,8
4,2020/4/7,57,6,112,8
4,2020/4/8,59,6,116,8
4,2020/4/9,61,6,116,8
4,2020/4/10,69,8,120,8
4,2020/4/11,69,10,126,8
4,2020/4/12,67,10,126,10
4,2020/4/13,65,8,126,10
4,2020/4/14,66,8,142,10
4,2020/4/15,73,8,144,10
4,2020/4/16,67,6,148,12
4,2020/4/17,67,6,150,12
4,2020/4/18,67,6,152,12
4,2020/4/19,75,6,156,12
4,2020/4/20,87,4,159,12
4,2020/4/21,79,4,167,14
4,2020/4/22,62,4,181,14
4,2020/4/23,58,4,189,14
5,2020/3/18,16,2,18,0
5,2020/3/19,20,2,20,0
5,2020/3/20,26,2,20,0
5,2020/3/21,26,2,20,0
5,2020/3/22,28,2,22,0
5,2020/3/23,38,6,26,0
5,2020/3/24,38,8,32,2
5,2020/3/25,46,8,38,2
5,2020/3/26,58,12,40,2
5,2020/3/27,64,14,44,2
5,2020/3/28,64,14,52,2
5,2020/3/29,78,16,54,2
5,2020/3/30,76,12,66,2
5,2020/3/31,84,14,72,2
5,2020/4/1,104,22,72,2
5,2020/4/2,118,32,74,2
5,2020/4/3,128,32,74,2
5,2020/4/4,120,34,84,2
5,2020/4/5,118,34,90,2
5,2020/4/6,126,34,92,4
5,2020/4/7,128,34,96,4
5,2020/4/8,122,32,106,4
5,2020/4/9,108,30,122,4
5,2020/4/10,104,30,130,4
5,2020/4/11,100,30,136,4
5,2020/4/12,98,26,136,6
5,2020/4/13,98,26,140,6
5,2020/4/14,92,26,146,6
5,2020/4/15,88,24,156,8
5,2020/4/16,84,24,162,8
5,2020/4/17,84,22,162,10
5,2020/4/18,76,18,170,12
5,2020/4/19,76,18,170,12
5,2020/4/20,76,20,170,12
5,2020/4/21,82,18,174,12
5,2020/4/22,82,18,176,12
5,2020/4/23,82,16,178,12
6,2020/3/18,50,2,94,4
6,2020/3/19,65,9,96,4
6,2020/3/20,84,13,121,8
6,2020/3/21,90,13,121,12
6,2020/3/22,88,15,125,14
6,2020/3/23,130,25,125,16
6,2020/3/24,109,23,170,16
6,2020/3/25,148,33,184,18
6,2020/3/26,168,35,188,24
6,2020/3/27,196,43,196,24
6,2020/3/28,209,41,212,30
6,2020/3/29,223,51,230,34
6,2020/3/30,237,59,232,40
6,2020/3/31,263,67,245,46
6,2020/4/1,297,81,261,58
6,2020/4/2,360,119,279,64
6,2020/4/3,401,126,295,70
6,2020/4/4,428,149,330,76
6,2020/4/5,432,151,338,86
6,2020/4/6,459,154,355,93
6,2020/4/7,495,156,379,95
6,2020/4/8,506,168,411,110
6,2020/4/9,518,162,433,120
6,2020/4/10,546,160,457,124
6,2020/4/11,525,152,492,132
6,2020/4/12,531,154,492,134
6,2020/4/13,545,151,508,148
6,2020/4/14,552,151,534,160
6,2020/4/15,544,131,562,168
6,2020/4/16,544,121,588,174
6,2020/4/17,515,109,644,188
6,2020/4/18,541,106,647,192
6,2020/4/19,547,104,647,194
6,2020/4/20,541,95,675,212
6,2020/4/21,527,91,703,214
6,2020/4/22,541,92,729,218
6,2020/4/23,528,92,754,220
7,2020/3/18,22,2,0,0
7,2020/3/19,20,3,0,0
7,2020/3/20,28,5,6,2
7,2020/3/21,27,5,6,2
7,2020/3/22,39,5,6,2
7,2020/3/23,52,5,6,4
7,2020/3/24,67,7,36,6
7,2020/3/25,83,9,67,8
7,2020/3/26,91,11,77,10
7,2020/3/27,94,14,89,17
7,2020/3/28,106,14,128,18
7,2020/3/29,111,12,129,20
7,2020/3/30,122,12,153,22
7,2020/3/31,151,18,192,24
7,2020/4/1,149,18,211,32
7,2020/4/2,148,22,229,43
7,2020/4/3,173,28,238,45
7,2020/4/4,157,26,244,49
7,2020/4/5,169,26,250,49
7,2020/4/6,187,29,268,56
7,2020/4/7,200,35,285,59
7,2020/4/8,203,36,296,65
7,2020/4/9,203,42,316,71
7,2020/4/10,202,44,333,75
7,2020/4/11,196,48,345,75
7,2020/4/12,197,46,348,75
7,2020/4/13,205,44,350,81
7,2020/4/14,206,45,365,85
7,2020/4/15,198,45,387,85
7,2020/4/16,200,43,393,85
7,2020/4/17,204,43,411,91
7,2020/4/18,216,44,423,93
7,2020/4/19,218,44,423,93
7,2020/4/20,202,44,441,97
7,2020/4/21,204,50,451,99
7,2020/4/22,200,48,461,101
7,2020/4/23,191,46,478,105
8,2020/3/18,0,0,2,0
8,2020/3/19,0,0,2,0
8,2020/3/20,2,2,2,0
8,2020/3/21,6,2,2,0
8,2020/3/22,8,2,2,0
8,2020/3/23,12,6,2,0
8,2020/3/24,10,6,4,0
8,2020/3/25,10,6,4,0
8,2020/3/26,26,14,4,0
8,2020/3/27,28,16,4,0
8,2020/3/28,50,16,4,0
8,2020/3/29,60,22,8,0
8,2020/3/30,60,22,8,0
8,2020/3/31,95,33,16,0
8,2020/4/1,107,31,16,2
8,2020/4/2,131,33,20,2
8,2020/4/3,133,33,26,4
8,2020/4/4,135,35,40,6
8,2020/4/5,145,35,46,8
8,2020/4/6,145,35,60,12
8,2020/4/7,158,35,74,12
8,2020/4/8,148,33,78,14
8,2020/4/9,154,35,88,18
8,2020/4/10,146,31,104,22
8,2020/4/11,136,33,114,26
8,2020/4/12,157,29,131,34
8,2020/4/13,157,29,131,34
8,2020/4/14,155,33,141,42
8,2020/4/15,139,35,151,50
8,2020/4/16,133,33,161,50
8,2020/4/17,135,32,173,54
8,2020/4/18,135,32,185,64
8,2020/4/19,133,32,189,70
8,2020/4/20,131,32,189,80
8,2020/4/21,129,32,193,82
8,2020/4/22,118,26,206,84
8,2020/4/23,119,26,206,84
9,2020/3/18,2,2,4,0
9,2020/3/19,2,2,4,0
9,2020/3/20,4,2,4,0
9,2020/3/21,4,2,6,0
9,2020/3/22,4,2,6,0
9,2020/3/23,6,6,6,0
9,2020/3/24,6,6,6,0
9,2020/3/25,14,6,8,0
9,2020/3/26,14,6,8,0
9,2020/3/27,16,2,8,0
9,2020/3/28,16,2,8,0
9,2020/3/29,18,4,8,0
9,2020/3/30,22,6,8,0
9,2020/3/31,24,6,12,0
9,2020/4/1,31,12,14,0
9,2020/4/2,34,12,16,2
9,2020/4/3,32,12,16,2
9,2020/4/4,30,10,20,2
9,2020/4/5,34,10,20,2
9,2020/4/6,33,8,22,2
9,2020/4/7,36,8,23,2
9,2020/4/8,38,8,24,2
9,2020/4/9,34,8,26,2
9,2020/4/10,28,8,29,2
9,2020/4/11,28,8,29,2
9,2020/4/12,30,8,29,2
9,2020/4/13,30,8,29,2
9,2020/4/14,30,8,29,2
9,2020/4/15,34,6,29,2
9,2020/4/16,34,4,29,2
9,2020/4/17,26,4,37,4
9,2020/4/18,26,4,37,4
9,2020/4/19,24,4,39,4
9,2020/4/20,25,2,40,4
9,2020/4/21,23,2,42,4
9,2020/4/22,23,2,42,4
9,2020/4/23,25,2,42,4
10,2020/3/18,10,0,0,0
10,2020/3/19,12,2,0,0
10,2020/3/20,24,4,0,0
10,2020/3/21,24,4,0,0
10,2020/3/22,42,8,0,0
10,2020/3/23,66,8,0,4
10,2020/3/24,72,8,0,4
10,2020/3/25,88,18,6,12
10,2020/3/26,114,26,6,12
10,2020/3/27,120,26,6,12
10,2020/3/28,126,26,6,14
10,2020/3/29,128,26,6,14
10,2020/3/30,138,26,8,14
10,2020/3/31,156,26,8,16
10,2020/4/1,171,30,41,36
10,2020/4/2,207,34,47,40
10,2020/4/3,219,34,49,42
10,2020/4/4,281,44,53,62
10,2020/4/5,295,46,53,68
10,2020/4/6,301,46,53,70
10,2020/4/7,313,50,59,75
10,2020/4/8,305,48,107,93
10,2020/4/9,400,54,293,115
10,2020/4/10,422,54,391,117
10,2020/4/11,434,54,391,121
10,2020/4/12,474,54,393,121
10,2020/4/13,511,54,395,123
10,2020/4/14,539,52,395,129
10,2020/4/15,531,52,423,140
10,2020/4/16,525,52,459,144
10,2020/4/17,521,52,485,148
10,2020/4/18,531,52,487,148
10,2020/4/19,535,54,487,151
10,2020/4/20,510,54,525,163
10,2020/4/21,494,35,545,169
10,2020/4/22,503,35,599,179
10,2020/4/23,521,33,627,189
11,2020/3/18,16,14,16,6
11,2020/3/19,36,22,16,12
11,2020/3/20,52,22,26,16
11,2020/3/21,52,18,26,18
11,2020/3/22,54,18,26,18
11,2020/3/23,72,26,26,20
11,2020/3/24,66,22,26,24
11,2020/3/25,74,24,34,30
11,2020/3/26,76,22,46,30
11,2020/3/27,90,28,52,30
11,2020/3/28,118,38,68,34
11,2020/3/29,136,36,70,34
11,2020/3/30,146,40,72,36
11,2020/3/31,150,36,78,38
11,2020/4/1,160,40,92,42
11,2020/4/2,202,38,104,42
11,2020/4/3,198,38,110,48
11,2020/4/4,201,39,114,48
11,2020/4/5,190,36,126,54
11,2020/4/6,152,30,134,62
11,2020/4/7,162,34,152,62
11,2020/4/8,146,28,158,68
11,2020/4/9,138,30,168,72
11,2020/4/10,126,30,182,74
11,2020/4/11,132,28,192,74
11,2020/4/12,162,28,192,76
11,2020/4/13,182,28,192,80
11,2020/4/14,172,24,196,82
11,2020/4/15,154,20,214,82
11,2020/4/16,146,20,222,82
11,2020/4/17,142,16,234,82
11,2020/4/18,136,16,252,84
11,2020/4/19,140,18,252,84
11,2020/4/20,130,16,254,86
11,2020/4/21,138,18,266,86
11,2020/4/22,134,18,270,88
11,2020/4/23,122,18,280,90
12,2020/3/18,14,4,2,0
12,2020/3/19,18,4,4,2
12,2020/3/20,24,4,6,2
12,2020/3/21,22,4,8,2
12,2020/3/22,26,4,8,2
12,2020/3/23,28,4,8,2
12,2020/3/24,38,6,10,2
12,2020/3/25,34,8,20,2
12,2020/3/26,44,10,20,8
12,2020/3/27,48,12,26,10
12,2020/3/28,66,12,32,12
12,2020/3/29,68,12,32,12
12,2020/3/30,79,16,38,12
12,2020/3/31,86,20,42,12
12,2020/4/1,92,20,42,14
12,2020/4/2,104,22,48,14
12,2020/4/3,120,22,52,16
12,2020/4/4,116,22,62,20
12,2020/4/5,112,18,68,24
12,2020/4/6,118,18,70,24
12,2020/4/7,110,18,84,26
12,2020/4/8,104,16,94,28
12,2020/4/9,104,18,100,30
12,2020/4/10,100,16,112,34
12,2020/4/11,110,12,116,34
12,2020/4/12,112,12,116,36
12,2020/4/13,114,10,118,38
12,2020/4/14,112,10,122,38
12,2020/4/15,110,8,130,38
12,2020/4/16,110,8,132,38
12,2020/4/17,116,8,136,38
12,2020/4/18,130,8,138,38
12,2020/4/19,128,8,142,38
12,2020/4/20,134,8,144,38
12,2020/4/21,130,6,146,40
12,2020/4/22,124,6,158,40
12,2020/4/23,118,4,170,40
13,2020/3/18,196,22,117,8
13,2020/3/19,256,40,193,8
13,2020/3/20,347,52,215,8
13,2020/3/21,398,66,255,8
13,2020/3/22,466,82,265,8
13,2020/3/23,595,128,334,8
13,2020/3/24,709,164,392,14
13,2020/3/25,728,164,516,24
13,2020/3/26,848,194,605,32
13,2020/3/27,1028,220,655,40
13,2020/3/28,1173,248,704,46
13,2020/3/29,1384,298,713,60
13,2020/3/30,1594,368,755,70
13,2020/3/31,1697,386,952,94
13,2020/4/1,1754,418,1128,110
13,2020/4/2,1870,432,1191,130
13,2020/4/3,2026,471,1321,156
13,2020/4/4,2061,484,1439,177
13,2020/4/5,2170,502,1475,189
13,2020/4/6,2320,508,1565,239
13,2020/4/7,2132,498,1836,271
13,2020/4/8,2201,506,1958,285
13,2020/4/9,2079,496,2190,305
13,2020/4/10,2166,534,2308,317
13,2020/4/11,2117,528,2419,343
13,2020/4/12,2254,536,2441,347
13,2020/4/13,2282,540,2473,361
13,2020/4/14,2272,522,2621,395
13,2020/4/15,2308,508,2727,415
13,2020/4/16,2278,504,2869,453
13,2020/4/17,2345,489,2998,473
13,2020/4/18,2248,465,3167,491
13,2020/4/19,2087,433,3324,499
13,2020/4/20,2093,453,3417,535
13,2020/4/21,2104,419,3573,575
13,2020/4/22,2110,405,3727,636
13,2020/4/23,2094,387,3834,654
14,2020/3/18,8,2,0,0
14,2020/3/19,8,2,2,0
14,2020/3/20,8,2,6,2
14,2020/3/21,12,6,6,2
14,2020/3/22,22,8,6,2
14,2020/3/23,52,12,10,2
14,2020/3/24,58,20,14,2
14,2020/3/25,92,28,14,2
14,2020/3/26,102,32,22,2
14,2020/3/27,126,42,24,4
14,2020/3/28,162,54,32,4
14,2020/3/29,186,62,34,4
14,2020/3/30,190,62,36,14
14,2020/3/31,192,70,44,14
14,2020/4/1,221,82,58,16
14,2020/4/2,251,92,58,18
14,2020/4/3,261,94,74,22
14,2020/4/4,259,102,100,26
14,2020/4/5,283,108,102,32
14,2020/4/6,291,118,116,46
14,2020/4/7,301,118,128,52
14,2020/4/8,311,114,136,57
14,2020/4/9,313,116,142,61
14,2020/4/10,329,118,144,63
14,2020/4/11,331,110,164,66
14,2020/4/12,323,102,180,70
14,2020/4/13,311,98,188,72
14,2020/4/14,303,86,200,82
14,2020/4/15,303,80,210,92
14,2020/4/16,293,80,226,94
14,2020/4/17,279,72,246,98
14,2020/4/18,277,68,264,98
14,2020/4/19,289,72,266,100
14,2020/4/20,287,70,268,102
14,2020/4/21,289,66,284,104
14,2020/4/22,283,60,292,104
14,2020/4/23,276,56,299,106
15,2020/3/18,4,2,0,0
15,2020/3/19,6,2,0,0
15,2020/3/20,8,2,0,0
15,2020/3/21,10,2,0,0
15,2020/3/22,10,2,0,0
15,2020/3/23,10,4,0,0
15,2020/3/24,14,6,0,0
15,2020/3/25,14,8,2,0
15,2020/3/26,12,8,4,0
15,2020/3/27,14,8,4,0
15,2020/3/28,16,8,4,0
15,2020/3/29,16,8,4,0
15,2020/3/30,20,8,4,0
15,2020/3/31,24,10,4,0
15,2020/4/1,24,12,6,0
15,2020/4/2,42,14,6,0
15,2020/4/3,48,14,6,0
15,2020/4/4,50,14,6,0
15,2020/4/5,52,14,6,0
15,2020/4/6,56,14,6,0
15,2020/4/7,52,18,12,0
15,2020/4/8,52,18,16,0
15,2020/4/9,54,18,18,0
15,2020/4/10,54,16,18,0
15,2020/4/11,54,14,18,0
15,2020/4/12,56,14,18,0
15,2020/4/13,58,14,18,0
15,2020/4/14,58,18,20,0
15,2020/4/15,56,16,24,0
15,2020/4/16,56,16,26,0
15,2020/4/17,46,14,38,0
15,2020/4/18,44,14,40,0
15,2020/4/19,54,12,40,0
15,2020/4/20,56,14,40,0
15,2020/4/21,60,14,40,2
15,2020/4/22,56,12,44,2
15,2020/4/23,50,10,46,6
16,2020/3/18,2,0,0,0
16,2020/3/19,0,0,4,0
16,2020/3/20,2,0,4,0
16,2020/3/21,6,2,4,0
16,2020/3/22,9,5,4,2
16,2020/3/23,11,7,4,2
16,2020/3/24,25,7,4,4
16,2020/3/25,34,5,4,8
16,2020/3/26,35,5,11,8
16,2020/3/27,51,9,15,8
16,2020/3/28,43,9,23,9
16,2020/3/29,59,13,26,9
16,2020/3/30,69,15,26,9
16,2020/3/31,27,11,28,9
16,2020/4/1,33,13,32,9
16,2020/4/2,37,15,34,9
16,2020/4/3,35,13,42,10
16,2020/4/4,33,13,44,10
16,2020/4/5,33,11,46,10
16,2020/4/6,29,11,48,12
16,2020/4/7,23,9,52,14
16,2020/4/8,21,7,56,16
16,2020/4/9,21,7,56,16
16,2020/4/10,19,7,60,16
16,2020/4/11,25,13,60,16
16,2020/4/12,27,11,62,16
16,2020/4/13,27,11,62,16
16,2020/4/14,27,11,62,16
16,2020/4/15,25,9,62,18
16,2020/4/16,21,7,66,18
16,2020/4/17,23,7,66,18
16,2020/4/18,21,5,68,18
16,2020/4/19,25,5,68,18
16,2020/4/20,23,5,68,20
16,2020/4/21,23,5,68,20
16,2020/4/22,19,3,72,20
16,2020/4/23,19,3,72,20
17,2020/3/18,10,4,4,0
17,2020/3/19,14,4,4,0
17,2020/3/20,18,6,4,0
17,2020/3/21,22,8,4,0
17,2020/3/22,24,8,10,0
17,2020/3/23,26,12,12,0
17,2020/3/24,52,12,12,0
17,2020/3/25,52,12,14,0
17,2020/3/26,72,22,30,0
17,2020/3/27,72,26,32,0
17,2020/3/28,82,32,38,2
17,2020/3/29,92,42,40,6
17,2020/3/30,122,50,42,12
17,2020/3/31,112,48,54,18
17,2020/4/1,130,48,62,20
17,2020/4/2,132,50,63,22
17,2020/4/3,148,50,64,22
17,2020/4/4,158,50,72,22
17,2020/4/5,158,50,78,26
17,2020/4/6,162,52,82,30
17,2020/4/7,178,52,92,38
17,2020/4/8,182,48,100,42
17,2020/4/9,160,46,108,42
17,2020/4/10,156,42,112,42
17,2020/4/11,158,44,114,44
17,2020/4/12,171,42,114,46
17,2020/4/13,169,38,116,46
17,2020/4/14,187,40,120,50
17,2020/4/15,164,42,128,54
17,2020/4/16,162,38,134,54
17,2020/4/17,164,34,136,56
17,2020/4/18,170,38,142,56
17,2020/4/19,168,38,142,58
17,2020/4/20,166,38,144,64
17,2020/4/21,166,34,150,64
17,2020/4/22,160,32,150,66
17,2020/4/23,160,30,158,68
18,2020/3/18,0,0,0,0
18,2020/3/19,0,0,0,0
18,2020/3/20,0,0,0,0
18,2020/3/21,0,0,0,0
18,2020/3/22,0,0,0,0
18,2020/3/23,0,0,0,0
18,2020/3/24,4,4,2,0
18,2020/3/25,14,10,2,0
18,2020/3/26,18,12,2,2
18,2020/3/27,24,8,6,4
18,2020/3/28,32,16,6,8
18,2020/3/29,36,16,6,8
18,2020/3/30,64,24,6,12
18,2020/3/31,76,28,8,16
18,2020/4/1,80,30,8,22
18,2020/4/2,76,28,14,28
18,2020/4/3,86,26,20,28
18,2020/4/4,94,32,22,30
18,2020/4/5,98,32,24,38
18,2020/4/6,110,30,28,44
18,2020/4/7,108,34,42,48
18,2020/4/8,102,30,50,52
18,2020/4/9,120,26,52,52
18,2020/4/10,132,28,60,56
18,2020/4/11,132,30,60,58
18,2020/4/12,136,28,64,62
18,2020/4/13,144,28,68,70
18,2020/4/14,144,26,70,70
18,2020/4/15,148,26,74,72
18,2020/4/16,134,14,84,74
18,2020/4/17,155,8,96,80
18,2020/4/18,155,8,96,82
18,2020/4/19,165,8,98,84
18,2020/4/20,166,8,98,85
18,2020/4/21,182,8,106,85
18,2020/4/22,168,8,122,93
18,2020/4/23,165,8,128,95
19,2020/3/18,0,0,0,0
19,2020/3/19,2,0,0,0
19,2020/3/20,2,0,0,0
19,2020/3/21,2,0,0,0
19,2020/3/22,8,0,0,2
19,2020/3/23,9,1,0,4
19,2020/3/24,24,6,0,6
19,2020/3/25,30,8,0,6
19,2020/3/26,32,12,2,6
19,2020/3/27,32,12,2,6
19,2020/3/28,58,12,2,6
19,2020/3/29,64,14,4,6
19,2020/3/30,74,16,8,6
19,2020/3/31,76,14,10,6
19,2020/4/1,78,16,16,8
19,2020/4/2,76,16,22,8
19,2020/4/3,84,16,28,8
19,2020/4/4,86,14,30,14
19,2020/4/5,83,14,32,14
19,2020/4/6,87,15,34,18
19,2020/4/7,81,15,46,22
19,2020/4/8,85,17,52,22
19,2020/4/9,87,19,58,24
19,2020/4/10,77,19,68,24
19,2020/4/11,91,23,74,26
19,2020/4/12,95,23,76,28
19,2020/4/13,101,25,76,28
19,2020/4/14,105,23,78,32
19,2020/4/15,107,23,82,34
19,2020/4/16,111,23,88,36
19,2020/4/17,113,23,90,36
19,2020/4/18,121,21,94,40
19,2020/4/19,131,21,94,40
19,2020/4/20,139,25,100,42
19,2020/4/21,143,23,104,44
19,2020/4/22,143,19,106,44
19,2020/4/23,145,19,108,44
21,2020/3/18,120,32,8,0
21,2020/3/19,106,38,55,4
21,2020/3/20,164,62,73,6
21,2020/3/21,158,60,89,6
21,2020/3/22,201,62,144,8
21,2020/3/23,226,68,166,26
21,2020/3/24,228,68,210,44
21,2020/3/25,306,84,252,54
21,2020/3/26,326,80,264,64
21,2020/3/27,340,84,274,68
21,2020/3/28,404,90,308,70
21,2020/3/29,434,96,359,74
21,2020/3/30,421,92,423,74
21,2020/3/31,332,80,437,84
21,2020/4/1,380,88,485,90
21,2020/4/2,404,112,543,126
21,2020/4/3,424,124,577,134
21,2020/4/4,510,132,591,138
21,2020/4/5,518,130,611,146
21,2020/4/6,568,152,619,152
21,2020/4/7,614,158,645,166
21,2020/4/8,620,148,669,188
21,2020/4/9,580,146,725,190
21,2020/4/10,699,158,737,204
21,2020/4/11,648,144,801,212
21,2020/4/12,686,144,809,232
21,2020/4/13,678,146,833,238
21,2020/4/14,690,146,835,266
21,2020/4/15,720,156,871,282
21,2020/4/16,766,162,881,298
21,2020/4/17,758,148,927,308
21,2020/4/18,780,154,933,318
21,2020/4/19,732,132,995,330
21,2020/4/20,732,130,1007,342
21,2020/4/21,730,126,1031,356
21,2020/4/22,721,126,1054,358
21,2020/4/23,679,112,1094,378
22,2020/3/18,2,2,6,0
22,2020/3/19,4,2,6,0
22,2020/3/20,10,0,6,2
22,2020/3/21,13,1,6,2
22,2020/3/22,13,1,6,2
22,2020/3/23,17,1,6,2
22,2020/3/24,21,3,6,2
22,2020/3/25,30,4,6,2
22,2020/3/26,44,8,6,2
22,2020/3/27,64,10,6,2
22,2020/3/28,68,10,12,4
22,2020/3/29,72,10,16,6
22,2020/3/30,78,10,18,6
22,2020/3/31,78,10,20,8
22,2020/4/1,94,10,26,12
22,2020/4/2,118,32,32,18
22,2020/4/3,129,34,40,18
22,2020/4/4,124,34,50,20
22,2020/4/5,140,32,50,20
22,2020/4/6,150,34,58,22
22,2020/4/7,138,26,84,26
22,2020/4/8,132,26,90,28
22,2020/4/9,128,24,98,32
22,2020/4/10,140,22,108,34
22,2020/4/11,138,24,118,36
22,2020/4/12,146,24,122,40
22,2020/4/13,148,22,124,40
22,2020/4/14,154,20,132,42
22,2020/4/15,150,16,144,44
22,2020/4/16,138,16,160,44
22,2020/4/17,144,16,164,46
22,2020/4/18,140,14,170,46
22,2020/4/19,130,14,180,46
22,2020/4/20,125,14,188,48
22,2020/4/21,115,12,202,48
22,2020/4/22,115,12,208,48
22,2020/4/23,107,12,228,48
23,2020/3/18,0,0,0,0
23,2020/3/19,0,0,0,0
23,2020/3/20,0,0,0,0
23,2020/3/21,2,0,0,0
23,2020/3/22,2,0,0,0
23,2020/3/23,4,0,0,0
23,2020/3/24,4,0,0,0
23,2020/3/25,8,0,0,0
23,2020/3/26,8,0,0,0
23,2020/3/27,12,4,0,0
23,2020/3/28,12,4,0,0
23,2020/3/29,12,4,0,0
23,2020/3/30,16,8,0,0
23,2020/3/31,18,8,2,0
23,2020/4/1,22,8,2,0
23,2020/4/2,22,10,4,0
23,2020/4/3,22,10,4,0
23,2020/4/4,24,10,6,2
23,2020/4/5,24,10,6,2
23,2020/4/6,22,10,8,6
23,2020/4/7,26,14,10,6
23,2020/4/8,56,18,10,8
23,2020/4/9,58,20,12,8
23,2020/4/10,58,26,18,8
23,2020/4/11,62,28,18,8
23,2020/4/12,66,30,18,8
23,2020/4/13,68,30,18,8
23,2020/4/14,64,28,22,8
23,2020/4/15,60,24,22,8
23,2020/4/16,60,24,22,8
23,2020/4/17,62,24,23,8
23,2020/4/18,64,24,24,10
23,2020/4/19,64,24,24,10
23,2020/4/20,62,22,24,10
23,2020/4/21,58,20,28,10
23,2020/4/22,54,16,32,10
23,2020/4/23,58,20,32,10
24,2020/3/18,4,2,2,0
24,2020/3/19,4,2,2,0
24,2020/3/20,6,6,4,0
24,2020/3/21,8,6,4,0
24,2020/3/22,12,6,4,0
